011060	99999	1928	+0000
011060	99999	1928	+0011
011060	99999	1928	+0022
011060	99999	1928	+0022
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0022
011060	99999	1928	+0000
011060	99999	1928	-0028
011060	99999	1928	+0022
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0022
011060	99999	1928	+0011
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0011
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0011
011060	99999	1928	-0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0011
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	+0028
011060	99999	1928	+0039
011060	99999	1928	+0039
011060	99999	1928	+0050
011060	99999	1928	+0039
011060	99999	1928	+0050
011060	99999	1928	+0039
011060	99999	1928	+0028
011060	99999	1928	+0022
011060	99999	1928	+0011
011060	99999	1928	+0022
011060	99999	1928	+0039
011060	99999	1928	+0039
011060	99999	1928	+0028
011060	99999	1928	+0061
011060	99999	1928	+0011
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0022
011060	99999	1928	+0022
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0039
011060	99999	1928	+0011
011060	99999	1928	+0039
011060	99999	1928	+0022
011060	99999	1928	+0022
011060	99999	1928	+0022
011060	99999	1928	+0022
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	+0028
011060	99999	1928	+0011
011060	99999	1928	+0000
011060	99999	1928	-0022
011060	99999	1928	-0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	-0011
011060	99999	1928	+0000
011060	99999	1928	-0022
011060	99999	1928	-0022
011060	99999	1928	-0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	-0011
011060	99999	1928	+0000
011060	99999	1928	+0000
011060	99999	1928	+0028
011060	99999	1928	+0011
011060	99999	1928	+0022
011060	99999	1928	+0022
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0028
011060	99999	1928	+0050
011060	99999	1928	+0050
011060	99999	1928	+0061
011060	99999	1928	+0050
011060	99999	1928	+0061
011060	99999	1928	+0050
011060	99999	1928	+0050
011060	99999	1928	+0028
011060	99999	1928	+0039
011060	99999	1928	+0050
011060	99999	1928	+0050
011060	99999	1928	+0050
011060	99999	1928	+0039
011060	99999	1928	+0050
011060	99999	1929	+0061
011060	99999	1929	+0061
011060	99999	1929	+0050
011060	99999	1929	+0039
011060	99999	1929	+0028
011060	99999	1929	+0039
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0061
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0000
011060	99999	1929	-0011
011060	99999	1929	-0011
011060	99999	1929	-0011
011060	99999	1929	-0039
011060	99999	1929	-0050
011060	99999	1929	-0050
011060	99999	1929	-0028
011060	99999	1929	-0028
011060	99999	1929	-0028
011060	99999	1929	-0039
011060	99999	1929	-0050
011060	99999	1929	+0000
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0000
011060	99999	1929	+0022
011060	99999	1929	+0028
011060	99999	1929	+0039
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	-0022
011060	99999	1929	-0022
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0011
011060	99999	1929	+0061
011060	99999	1929	+0000
011060	99999	1929	+0000
011060	99999	1929	+0022
011060	99999	1929	+0028
011060	99999	1929	+0061
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0039
011060	99999	1929	+0039
011060	99999	1929	+0039
011060	99999	1929	+0039
011060	99999	1929	+0039
011060	99999	1929	+0022
011060	99999	1929	+0050
011060	99999	1929	+0039
011060	99999	1929	+0061
011060	99999	1929	+0050
011060	99999	1929	+0050
011060	99999	1929	+0039
011060	99999	1929	+0072
011060	99999	1929	+0028
011060	99999	1929	+0022
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0022
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	-0011
011060	99999	1929	+0000
011060	99999	1929	+0022
011060	99999	1929	+0028
011060	99999	1929	+0000
011060	99999	1929	+0028
011060	99999	1929	+0011
011060	99999	1929	+0028
011060	99999	1929	+0011
011060	99999	1929	+0022
011060	99999	1929	+0000
011060	99999	1929	+0011
011060	99999	1929	+0000
011060	99999	1929	+0011
011060	99999	1929	+0022
011060	99999	1929	+0000
011060	99999	1929	+0039
011060	99999	1929	+0039
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	-0022
011060	99999	1929	-0011
011060	99999	1929	-0022
011060	99999	1929	+0000
011060	99999	1929	-0011
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0011
011060	99999	1929	+0028
011060	99999	1929	+0022
011060	99999	1929	+0022
011060	99999	1929	+0028
011060	99999	1929	+0028
011060	99999	1929	+0072
011060	99999	1929	+0061
012620	99999	1929	+0050
012620	99999	1929	+0028
012620	99999	1929	+0022
012620	99999	1929	+0039
012620	99999	1929	+0050
012620	99999	1929	+0061
012620	99999	1929	+0061
012620	99999	1929	+0028
012620	99999	1929	-0011
012620	99999	1929	-0050
012620	99999	1929	-0072
012620	99999	1929	-0050
012620	99999	1929	-0061
012620	99999	1929	-0050
012620	99999	1929	-0022
012620	99999	1929	+0039
012620	99999	1929	+0022
012620	99999	1929	+0011
012620	99999	1929	-0039
012620	99999	1929	-0061
012620	99999	1929	-0072
012620	99999	1929	-0050
012620	99999	1929	+0000
012620	99999	1929	-0011
012620	99999	1929	+0011
012620	99999	1929	+0028
012620	99999	1929	+0028
012620	99999	1929	+0028
012620	99999	1929	-0022
012620	99999	1929	+0011
012620	99999	1929	+0039
012620	99999	1929	+0022
012620	99999	1929	+0011
012620	99999	1929	+0000
012620	99999	1929	-0022
012620	99999	1929	-0061
012620	99999	1929	-0050
012620	99999	1929	-0039
012620	99999	1929	-0050
012620	99999	1929	-0039
012620	99999	1929	-0022
012620	99999	1929	-0028
012620	99999	1929	-0022
012620	99999	1929	-0022
012620	99999	1929	+0011
012620	99999	1929	+0022
012620	99999	1929	-0061
012620	99999	1929	-0072
012620	99999	1929	-0061
012620	99999	1929	+0022
012620	99999	1929	+0022
012620	99999	1929	+0000
012620	99999	1929	+0022
012620	99999	1929	+0061
012620	99999	1929	+0050
012620	99999	1928	-0039
012620	99999	1928	+0000
012620	99999	1928	+0050
012620	99999	1928	+0022
012620	99999	1928	+0011
012620	99999	1928	+0000
012620	99999	1928	+0011
012620	99999	1928	+0022
012620	99999	1928	+0000
012620	99999	1928	+0028
012620	99999	1928	+0011
012620	99999	1928	-0011
012620	99999	1928	-0022
012620	99999	1928	-0039
012620	99999	1928	-0050
012620	99999	1928	-0039
012620	99999	1928	+0000
012620	99999	1928	+0039
012620	99999	1928	+0039
012620	99999	1928	+0011
012620	99999	1928	+0011
012620	99999	1928	+0039
012620	99999	1928	+0028
012620	99999	1928	+0011
012620	99999	1928	-0011
012620	99999	1928	+0022
012620	99999	1928	+0022
012620	99999	1928	+0028
012620	99999	1928	+0028
012620	99999	1928	+0022
012620	99999	1928	+0028
012620	99999	1928	+0028
012620	99999	1928	+0039
012620	99999	1928	+0011
012620	99999	1928	+0000
